Division,Homicide_Type,Hood_ID,Neighbourhood,Occurrence_Date,Occurrence_year
D22,Stabbing,18,New Toronto (18),2006-04-29T00:00:00Z,2006
D54,Stabbing,65,Greenwood-Coxwell (65),2006-05-02T00:00:00Z,2006
D52,Stabbing,78,Kensington-Chinatown (78),2006-05-15T00:00:00Z,2006
D54,Other,61,Taylor-Massey (61),2006-05-17T00:00:00Z,2006
D54,Stabbing,54,O'Connor-Parkview (54),2006-11-05T01:00:00Z,2006
D13,Other,106,Humewood-Cedarvale (106),2006-05-26T00:00:00Z,2006
D43,Shooting,137,Woburn (137),2006-05-28T00:00:00Z,2006
D12,Shooting,113,Weston (113),2006-06-03T00:00:00Z,2006
D31,Stabbing,26,Downsview-Roding-CFB (26),2006-06-03T00:00:00Z,2006
D31,Shooting,28,Rustic (28),2006-06-12T00:00:00Z,2006
D12,Stabbing,115,Mount Dennis (115),2006-06-13T00:00:00Z,2006
D31,Stabbing,26,Downsview-Roding-CFB (26),2006-06-22T00:00:00Z,2006
D42,Shooting,132,Malvern (132),2006-06-23T00:00:00Z,2006
D51,Other,75,Church-Yonge Corridor (75),2006-06-23T00:00:00Z,2006
D51,Shooting,77,Waterfront Communities-The Island (77),2006-06-26T00:00:00Z,2006
D12,Shooting,90,Junction Area (90),2006-07-02T00:00:00Z,2006
D22,Shooting,20,Alderwood (20),2006-07-05T00:00:00Z,2006
D51,Shooting,75,Church-Yonge Corridor (75),2006-07-11T00:00:00Z,2006
D42,Shooting,131,Rouge (131),2006-07-12T00:00:00Z,2006
D12,Shooting,115,Mount Dennis (115),2006-07-12T00:00:00Z,2006
D23,Stabbing,1,West Humber-Clairville (1),2006-07-14T00:00:00Z,2006
D54,Stabbing,54,O'Connor-Parkview (54),2006-07-15T00:00:00Z,2006
D52,Shooting,54,O'Connor-Parkview (54),2006-07-17T00:00:00Z,2006
D54,Other,66,Danforth (66),2006-06-02T00:00:00Z,2006
D42,Other,132,Malvern (132),2006-07-27T00:00:00Z,2006
D11,Other,85,South Parkdale (85),2006-08-05T00:00:00Z,2006
D52,Stabbing,76,Bay Street Corridor (76),2006-09-11T00:00:00Z,2006
D52,Stabbing,76,Bay Street Corridor (76),2006-09-11T00:00:00Z,2006
D42,Shooting,117,L'Amoreaux (117),2006-09-14T00:00:00Z,2006
D43,Other,137,Woburn (137),2006-09-17T00:00:00Z,2006
D14,Shooting,85,South Parkdale (85),2006-09-17T00:00:00Z,2006
D42,Stabbing,116,Steeles (116),2006-09-17T00:00:00Z,2006
D41,Other,122,Birchcliffe-Cliffside (122),2006-09-21T00:00:00Z,2006
D51,Other,75,Church-Yonge Corridor (75),2006-09-22T00:00:00Z,2006
D31,Shooting,21,Humber Summit (21),2006-09-25T00:00:00Z,2006
D54,Shooting,43,Victoria Village (43),2006-10-09T00:00:00Z,2006
D41,Other,119,Wexford/Maryvale (119),2006-10-17T00:00:00Z,2006
D43,Stabbing,135,Morningside (135),2006-10-21T00:00:00Z,2006
D22,Other,16,Stonegate-Queensway (16),2006-10-27T00:00:00Z,2006
D51,Stabbing,71,Cabbagetown-South St.James Town (71),2006-10-11T00:00:00Z,2006
D12,Shooting,111,Rockcliffe-Smythe (111),2008-06-15T00:00:00Z,2008
D54,Stabbing,54,O'Connor-Parkview (54),2006-11-05T01:00:00Z,2006
D41,Other,120,Clairlea-Birchmount (120),2008-06-23T00:00:00Z,2008
D42,Shooting,132,Malvern (132),2006-11-14T00:00:00Z,2006
D54,Other,54,O'Connor-Parkview (54),2008-06-22T00:00:00Z,2008
D11,Other,114,Lambton Baby Point (114),2006-11-25T00:00:00Z,2006
D41,Shooting,119,Wexford/Maryvale (119),2008-07-09T00:00:00Z,2008
D14,Shooting,77,Waterfront Communities-The Island (77),2006-12-03T00:00:00Z,2006
D53,Stabbing,97,Yonge-St.Clair (97),2008-07-14T00:00:00Z,2008
D42,Other,132,Malvern (132),2006-12-03T00:00:00Z,2006
D43,Shooting,135,Morningside (135),2008-07-17T00:00:00Z,2008
D12,Stabbing,113,Weston (113),2017-11-14T00:00:00Z,2017
D51,Other,72,Regent Park (72),2006-12-20T00:00:00Z,2006
D14,Shooting,85,South Parkdale (85),2006-12-25T00:00:00Z,2006
D23,Stabbing,1,West Humber-Clairville (1),2006-12-26T00:00:00Z,2006
D31,Shooting,24,Black Creek (24),2006-12-27T00:00:00Z,2006
D22,Other,14,Islington-City Centre West (14),2006-10-06T00:00:00Z,2006
D42,Shooting,132,Malvern (132),2007-01-01T00:00:00Z,2007
D54,Shooting,44,Flemingdon Park (44),2007-01-11T00:00:00Z,2007
D12,Other,113,Weston (113),2007-01-11T00:00:00Z,2007
D42,Shooting,128,Agincourt South-Malvern West (128),2007-01-14T00:00:00Z,2007
D12,Stabbing,111,Rockcliffe-Smythe (111),2007-01-20T00:00:00Z,2007
D43,Shooting,123,Cliffcrest (123),2007-02-04T00:00:00Z,2007
D31,Stabbing,26,Downsview-Roding-CFB (26),2007-02-14T00:00:00Z,2007
D41,Stabbing,120,Clairlea-Birchmount (120),2007-03-09T00:00:00Z,2007
D31,Shooting,22,Humbermede (22),2007-03-15T00:00:00Z,2007
D13,Shooting,107,Oakwood Village (107),2007-03-17T00:00:00Z,2007
D32,Other,51,Willowdale East (51),2007-03-28T00:00:00Z,2007
D31,Stabbing,25,Glenfield-Jane Heights (25),2007-04-02T00:00:00Z,2007
D51,Shooting,71,Cabbagetown-South St.James Town (71),2007-04-04T00:00:00Z,2007
D22,Shooting,2,Mount Olive-Silverstone-Jamestown (2),2007-04-05T00:00:00Z,2007
D43,Other,137,Woburn (137),2007-04-06T00:00:00Z,2007
D32,Stabbing,33,Clanton Park (33),2007-04-09T00:00:00Z,2007
D43,Shooting,70,South Riverdale (70),2007-04-12T00:00:00Z,2007
D41,Stabbing,124,Kennedy Park (124),2007-04-13T00:00:00Z,2007
D31,Shooting,26,Downsview-Roding-CFB (26),2007-04-21T00:00:00Z,2007
D54,Stabbing,68,North Riverdale (68),2007-04-22T00:00:00Z,2007
D51,Other,76,Bay Street Corridor (76),2007-04-29T00:00:00Z,2007
D42,Shooting,131,Rouge (131),2007-05-09T00:00:00Z,2007
D23,Other,5,Elms-Old Rexdale (5),2007-05-14T00:00:00Z,2007
D53,Shooting,99,Mount Pleasant East (99),2007-05-18T00:00:00Z,2007
D31,Shooting,22,Humbermede (22),2007-05-21T00:00:00Z,2007
D31,Shooting,42,Banbury-Don Mills (42),2007-05-23T00:00:00Z,2007
D14,Shooting,78,Kensington-Chinatown (78),2007-05-20T00:00:00Z,2007
D55,Other,77,Waterfront Communities-The Island (77),2007-05-26T00:00:00Z,2007
D33,Stabbing,45,Parkwoods-Donalda (45),2007-06-05T00:00:00Z,2007
D23,Shooting,2,Mount Olive-Silverstone-Jamestown (2),2007-06-09T00:00:00Z,2007
D14,Other,78,Kensington-Chinatown (78),2007-05-30T00:00:00Z,2007
D13,Other,109,Caledonia-Fairbank (109),2007-06-17T00:00:00Z,2007
D43,Other,135,Morningside (135),2007-05-08T00:00:00Z,2007
D42,Stabbing,131,Rouge (131),2007-06-25T00:00:00Z,2007
D51,Stabbing,73,Moss Park (73),2007-06-29T00:00:00Z,2007
D42,Shooting,131,Rouge (131),2007-07-04T00:00:00Z,2007
D43,Stabbing,136,West Hill (136),2007-07-07T00:00:00Z,2007
D32,Shooting,31,Yorkdale-Glen Park (31),2007-07-03T00:00:00Z,2007
D43,Stabbing,137,Woburn (137),2007-07-17T00:00:00Z,2007
D13,Shooting,107,Oakwood Village (107),2007-07-21T00:00:00Z,2007
D31,Shooting,25,Glenfield-Jane Heights (25),2007-07-22T00:00:00Z,2007
D51,Shooting,74,North St.James Town (74),2007-07-22T00:00:00Z,2007
D52,Shooting,77,Waterfront Communities-The Island (77),2007-07-22T00:00:00Z,2007
D42,Shooting,131,Rouge (131),2007-07-28T00:00:00Z,2007
D11,Other,90,Junction Area (90),2007-07-28T00:00:00Z,2007
D23,Shooting,1,West Humber-Clairville (1),2007-07-30T00:00:00Z,2007
D43,Stabbing,138,Eglinton East (138),2007-07-29T00:00:00Z,2007
D51,Shooting,72,Regent Park (72),2007-08-04T00:00:00Z,2007
D14,Stabbing,82,Niagara (82),2007-08-09T00:00:00Z,2007
D53,Stabbing,55,Thorncliffe Park (55),2007-08-22T00:00:00Z,2007
D22,Stabbing,14,Islington-City Centre West (14),2007-02-22T00:00:00Z,2007
D11,Shooting,121,Oakridge (121),2007-08-26T00:00:00Z,2007
D41,Other,123,Cliffcrest (123),2007-08-22T00:00:00Z,2007
D42,Other,129,Agincourt North (129),2007-08-31T00:00:00Z,2007
D41,Stabbing,126,Dorset Park (126),2007-09-11T00:00:00Z,2007
D13,Other,107,Oakwood Village (107),2007-09-07T00:00:00Z,2007
D31,Shooting,24,Black Creek (24),2007-08-16T00:00:00Z,2007
D31,Other,113,Weston (113),2007-09-11T00:00:00Z,2007
D52,Shooting,76,Bay Street Corridor (76),2007-09-19T00:00:00Z,2007
D33,Other,45,Parkwoods-Donalda (45),2007-09-25T00:00:00Z,2007
D31,Shooting,25,Glenfield-Jane Heights (25),2007-09-28T00:00:00Z,2007
D31,Stabbing,26,Downsview-Roding-CFB (26),2007-10-02T00:00:00Z,2007
D12,Shooting,111,Rockcliffe-Smythe (111),2007-10-06T00:00:00Z,2007
D13,Shooting,94,Wychwood (94),2007-10-08T00:00:00Z,2007
D31,Shooting,25,Glenfield-Jane Heights (25),2007-10-09T00:00:00Z,2007
D41,Shooting,119,Wexford/Maryvale (119),2007-10-14T00:00:00Z,2007
D33,Other,48,Hillcrest Village (48),2007-10-18T00:00:00Z,2007
D55,Shooting,68,North Riverdale (68),2007-10-21T00:00:00Z,2007
D22,Shooting,14,Islington-City Centre West (14),2007-10-27T00:00:00Z,2007
D41,Other,120,Clairlea-Birchmount (120),2007-09-01T00:00:00Z,2007
D31,Stabbing,25,Glenfield-Jane Heights (25),2007-11-03T00:00:00Z,2007
D51,Shooting,73,Moss Park (73),2007-11-06T00:00:00Z,2007
D42,Shooting,118,Tam O'Shanter-Sullivan (118),2007-11-23T00:00:00Z,2007
D42,Shooting,132,Malvern (132),2007-11-23T00:00:00Z,2007
D54,Stabbing,54,O'Connor-Parkview (54),2007-11-23T00:00:00Z,2007
D31,Shooting,24,Black Creek (24),2007-11-25T00:00:00Z,2007
D43,Shooting,135,Morningside (135),2007-11-28T00:00:00Z,2007
D42,Shooting,132,Malvern (132),2007-12-02T00:00:00Z,2007
D42,Shooting,131,Rouge (131),2007-12-14T00:00:00Z,2007
D51,Shooting,72,Regent Park (72),2007-12-23T00:00:00Z,2007
D23,Stabbing,2,Mount Olive-Silverstone-Jamestown (2),2007-12-25T00:00:00Z,2007
D43,Stabbing,127,Bendale (127),2007-12-01T00:00:00Z,2007
D51,Other,77,Waterfront Communities-The Island (77),2007-02-11T00:00:00Z,2007
D54,Stabbing,54,O'Connor-Parkview (54),2008-01-01T00:00:00Z,2008
D51,Shooting,76,Bay Street Corridor (76),2008-01-12T00:00:00Z,2008
D55,Shooting,70,South Riverdale (70),2008-01-17T00:00:00Z,2008
D31,Shooting,26,Downsview-Roding-CFB (26),2008-01-22T00:00:00Z,2008
D43,Shooting,138,Eglinton East (138),2008-02-01T00:00:00Z,2008
D42,Shooting,131,Rouge (131),2006-07-12T00:00:00Z,2006
D42,Shooting,131,Rouge (131),2008-07-19T00:00:00Z,2008
D41,Other,120,Clairlea-Birchmount (120),2011-10-17T00:00:00Z,2011
D42,Shooting,131,Rouge (131),2017-11-21T00:00:00Z,2017
D22,Shooting,20,Alderwood (20),2008-07-20T00:00:00Z,2008
D14,Other,84,Little Portugal (84),2011-10-07T00:00:00Z,2011
D22,Shooting,20,Alderwood (20),2008-07-20T00:00:00Z,2008
D43,Shooting,139,Scarborough Village (139),2017-12-04T00:00:00Z,2017
D31,Shooting,21,Humber Summit (21),2013-02-24T00:00:00Z,2013
D22,Shooting,20,Alderwood (20),2008-07-20T00:00:00Z,2008
D51,Other,75,Church-Yonge Corridor (75),2017-11-29T00:00:00Z,2017
D32,Shooting,51,Willowdale East (51),2013-06-16T00:00:00Z,2013
D23,Stabbing,2,Mount Olive-Silverstone-Jamestown (2),2007-12-25T00:00:00Z,2007
D43,Other,133,Centennial Scarborough (133),2017-12-06T00:00:00Z,2017
D23,Shooting,2,Mount Olive-Silverstone-Jamestown (2),2013-11-24T00:00:00Z,2013
D42,Stabbing,131,Rouge (131),2007-06-25T00:00:00Z,2007
D51,Shooting,73,Moss Park (73),2017-11-13T00:00:00Z,2017
D12,Other,111,Rockcliffe-Smythe (111),2009-05-20T00:00:00Z,2009
D42,Shooting,131,Rouge (131),2007-07-04T00:00:00Z,2007
D42,Other,132,Malvern (132),2017-12-12T00:00:00Z,2017
D53,Stabbing,55,Thorncliffe Park (55),2014-11-29T00:00:00Z,2014
D31,Shooting,23,Pelmo Park-Humberlea (23),2008-07-26T00:00:00Z,2008
D51,Shooting,77,Waterfront Communities-The Island (77),2017-12-16T00:00:00Z,2017
D53,Stabbing,55,Thorncliffe Park (55),2014-11-29T00:00:00Z,2014
D12,Shooting,110,Keelesdale-Eglinton West (110),2008-07-27T00:00:00Z,2008
D23,Other,7,Willowridge-Martingrove-Richview (7),2018-01-03T00:00:00Z,2018
D53,Stabbing,55,Thorncliffe Park (55),2014-11-29T00:00:00Z,2014
D51,Stabbing,73,Moss Park (73),2008-08-02T00:00:00Z,2008
D23,Shooting,8,Humber Heights-Westmount (8),2018-01-09T00:00:00Z,2018
D52,Shooting,76,Bay Street Corridor (76),2014-11-16T00:00:00Z,2014
D14,Other,86,Roncesvalles (86),2008-08-03T00:00:00Z,2008
D31,Stabbing,26,Downsview-Roding-CFB (26),2004-02-20T00:00:00Z,2004
D51,Stabbing,71,Cabbagetown-South St.James Town (71),2014-12-01T00:00:00Z,2014
D55,Stabbing,64,Woodbine Corridor (64),2008-08-03T00:00:00Z,2008
D22,Shooting,11,Eringate-Centennial-West Deane (11),2018-01-19T00:00:00Z,2018
D41,Stabbing,127,Bendale (127),2014-12-04T00:00:00Z,2014
D42,Shooting,128,Agincourt South-Malvern West (128),2008-08-10T00:00:00Z,2008
D22,Shooting,11,Eringate-Centennial-West Deane (11),2018-01-19T00:00:00Z,2018
D11,Stabbing,88,High Park North (88),2014-12-09T00:00:00Z,2014
D32,Shooting,37,Willowdale West (37),2008-08-24T00:00:00Z,2008
D51,Stabbing,76,Bay Street Corridor (76),2018-01-29T00:00:00Z,2018
D14,Other,84,Little Portugal (84),2014-12-15T00:00:00Z,2014
D42,Shooting,132,Malvern (132),2008-08-26T00:00:00Z,2008
D53,Other,55,Thorncliffe Park (55),2017-12-31T00:00:00Z,2017
D51,Stabbing,75,Church-Yonge Corridor (75),2015-01-10T00:00:00Z,2015
D23,Other,1,West Humber-Clairville (1),2008-05-28T00:00:00Z,2008
D51,Other,77,Waterfront Communities-The Island (77),2008-08-22T00:00:00Z,2008
D33,Stabbing,52,Bayview Village (52),2008-09-02T00:00:00Z,2008
D12,Shooting,110,Keelesdale-Eglinton West (110),2008-09-08T00:00:00Z,2008
D31,Stabbing,22,Humbermede (22),2008-09-08T00:00:00Z,2008
D31,Shooting,29,Maple Leaf (29),2008-09-09T00:00:00Z,2008
D31,Shooting,24,Black Creek (24),2008-09-16T00:00:00Z,2008
D42,Stabbing,118,Tam O'Shanter-Sullivan (118),2008-09-16T00:00:00Z,2008
D31,Shooting,25,Glenfield-Jane Heights (25),2008-09-22T00:00:00Z,2008
D22,Shooting,9,Edenbridge-Humber Valley (9),2008-10-03T00:00:00Z,2008
D31,Other,26,Downsview-Roding-CFB (26),2008-09-24T00:00:00Z,2008
D31,Shooting,26,Downsview-Roding-CFB (26),2008-10-09T00:00:00Z,2008
D14,Other,82,Niagara (82),2008-10-11T00:00:00Z,2008
D42,Stabbing,131,Rouge (131),2008-10-13T00:00:00Z,2008
D42,Stabbing,131,Rouge (131),2008-10-13T00:00:00Z,2008
D43,Shooting,139,Scarborough Village (139),2008-10-14T00:00:00Z,2008
D55,Shooting,70,South Riverdale (70),2008-10-25T00:00:00Z,2008
D32,Shooting,33,Clanton Park (33),2008-10-25T00:00:00Z,2008
D14,Other,78,Kensington-Chinatown (78),2008-08-28T00:00:00Z,2008
D43,Stabbing,135,Morningside (135),2008-11-18T00:00:00Z,2008
D43,Stabbing,135,Morningside (135),2008-11-18T00:00:00Z,2008
D43,Stabbing,135,Morningside (135),2008-11-18T00:00:00Z,2008
D22,Other,13,Etobicoke West Mall (13),2008-11-23T00:00:00Z,2008
D33,Shooting,43,Victoria Village (43),2008-11-26T00:00:00Z,2008
D22,Stabbing,18,New Toronto (18),2008-12-03T00:00:00Z,2008
D12,Stabbing,112,Beechborough-Greenbrook (112),2008-12-06T00:00:00Z,2008
D41,Other,119,Wexford/Maryvale (119),2008-12-25T00:00:00Z,2008
D31,Shooting,21,Humber Summit (21),2009-01-03T00:00:00Z,2009
D33,Shooting,42,Banbury-Don Mills (42),2009-01-04T00:00:00Z,2009
D54,Other,44,Flemingdon Park (44),2009-01-06T00:00:00Z,2009
D12,Stabbing,91,Weston-Pellam Park (91),2009-01-16T00:00:00Z,2009
D12,Shooting,110,Keelesdale-Eglinton West (110),2009-01-20T00:00:00Z,2009
D12,Shooting,113,Weston (113),2009-02-01T00:00:00Z,2009
D41,Shooting,135,Morningside (135),2009-02-10T00:00:00Z,2009
D31,Shooting,24,Black Creek (24),2009-02-22T00:00:00Z,2009
D41,Other,126,Dorset Park (126),2009-07-11T00:00:00Z,2009
D12,Shooting,110,Keelesdale-Eglinton West (110),2009-02-26T00:00:00Z,2009
D41,Shooting,126,Dorset Park (126),2009-02-28T00:00:00Z,2009
D31,Stabbing,24,Black Creek (24),2009-03-12T00:00:00Z,2009
D41,Stabbing,124,Kennedy Park (124),2009-04-02T00:00:00Z,2009
D55,Stabbing,70,South Riverdale (70),2009-04-17T00:00:00Z,2009
D12,Shooting,110,Keelesdale-Eglinton West (110),2009-04-21T00:00:00Z,2009
D12,Shooting,111,Rockcliffe-Smythe (111),2009-04-22T00:00:00Z,2009
D11,Shooting,114,Lambton Baby Point (114),2009-05-01T00:00:00Z,2009
D14,Stabbing,84,Little Portugal (84),2009-05-05T00:00:00Z,2009
D12,Shooting,111,Rockcliffe-Smythe (111),2009-05-11T00:00:00Z,2009
D55,Stabbing,70,South Riverdale (70),2009-05-20T00:00:00Z,2009
D23,Stabbing,111,Rockcliffe-Smythe (111),2009-05-20T00:00:00Z,2009
D12,Stabbing,6,Kingsview Village-The Westway (6),2009-06-15T00:00:00Z,2009
D32,Other,31,Yorkdale-Glen Park (31),2009-06-17T00:00:00Z,2009
D51,Stabbing,70,South Riverdale (70),2009-06-21T00:00:00Z,2009
D51,Stabbing,70,South Riverdale (70),2009-06-21T00:00:00Z,2009
D55,Other,65,Greenwood-Coxwell (65),2009-05-09T00:00:00Z,2009
D31,Other,25,Glenfield-Jane Heights (25),2009-07-07T00:00:00Z,2009
D43,Shooting,131,Rouge (131),2009-07-19T00:00:00Z,2009
D42,Stabbing,118,Tam O'Shanter-Sullivan (118),2009-07-20T00:00:00Z,2009
D14,Shooting,79,University (79),2009-07-25T00:00:00Z,2009
D53,Shooting,95,Annex (95),2009-08-01T00:00:00Z,2009
D23,Shooting,1,West Humber-Clairville (1),2009-08-02T00:00:00Z,2009
D52,Other,55,Thorncliffe Park (55),2017-12-31T00:00:00Z,2017
D53,Other,55,Thorncliffe Park (55),2016-04-22T00:00:00Z,2016
D32,Stabbing,50,Newtonbrook East (50),2015-01-17T00:00:00Z,2015
D33,Other,40,St.Andrew-Windfields (40),2017-12-15T00:00:00Z,2017
D33,Other,40,St.Andrew-Windfields (40),2017-12-15T00:00:00Z,2017
D32,Shooting,31,Yorkdale-Glen Park (31),2015-01-27T00:00:00Z,2015
D33,Shooting,52,Bayview Village (52),2018-02-08T00:00:00Z,2018
D14,Shooting,78,Kensington-Chinatown (78),2015-01-31T00:00:00Z,2015
D43,Shooting,134,Highland Creek (134),2018-02-15T00:00:00Z,2018
D41,Other,120,Clairlea-Birchmount (120),2015-02-04T00:00:00Z,2015
D13,Other,94,Wychwood (94),2018-02-26T00:00:00Z,2018
D55,Shooting,64,Woodbine Corridor (64),2015-02-28T00:00:00Z,2015
D31,Shooting,24,Black Creek (24),2018-03-02T00:00:00Z,2018
D55,Shooting,64,Woodbine Corridor (64),2015-02-28T00:00:00Z,2015
D33,Stabbing,45,Parkwoods-Donalda (45),2018-03-06T00:00:00Z,2018
D23,Shooting,6,Kingsview Village-The Westway (6),2015-03-17T00:00:00Z,2015
D23,Shooting,2,Mount Olive-Silverstone-Jamestown (2),2018-03-10T00:00:00Z,2018
D23,Stabbing,7,Willowridge-Martingrove-Richview (7),2015-03-21T00:00:00Z,2015
D23,Shooting,8,Humber Heights-Westmount (8),2018-03-16T00:00:00Z,2018
D22,Other,17,Mimico (includes Humber Bay Shores) (17),2015-03-18T00:00:00Z,2015
D32,Shooting,31,Yorkdale-Glen Park (31),2018-03-17T00:00:00Z,2018
D23,Shooting,2,Mount Olive-Silverstone-Jamestown (2),2015-03-30T00:00:00Z,2015
D32,Shooting,31,Yorkdale-Glen Park (31),2018-03-17T00:00:00Z,2018
D13,Other,92,Corso Italia-Davenport (92),2015-04-14T00:00:00Z,2015
D41,Shooting,45,Parkwoods-Donalda (45),2018-04-06T00:00:00Z,2018
D41,Stabbing,122,Birchcliffe-Cliffside (122),2015-04-23T00:00:00Z,2015
D54,Stabbing,58,Old East York (58),2018-04-10T00:00:00Z,2018
D54,Other,61,Taylor-Massey (61),2015-04-09T00:00:00Z,2015
D41,Stabbing,124,Kennedy Park (124),2018-04-21T00:00:00Z,2018
D43,Stabbing,136,West Hill (136),2015-05-08T00:00:00Z,2015
D32,Other,38,Lansing-Westgate (38),2018-04-23T00:00:00Z,2018
D54,Shooting,65,Greenwood-Coxwell (65),2015-05-19T00:00:00Z,2015
D11,Other,93,Dovercourt-Wallace Emerson-Junction (93),2015-05-17T00:00:00Z,2015
D11,Shooting,93,Dovercourt-Wallace Emerson-Junction (93),2015-05-20T00:00:00Z,2015
D43,Stabbing,137,Woburn (137),2015-05-25T00:00:00Z,2015
D43,Shooting,137,Woburn (137),2015-06-01T00:00:00Z,2015
D54,Stabbing,60,Woodbine-Lumsden (60),2015-05-30T00:00:00Z,2015
D51,Stabbing,75,Church-Yonge Corridor (75),2015-06-03T00:00:00Z,2015
D12,Other,111,Rockcliffe-Smythe (111),2015-06-12T00:00:00Z,2015
D14,Shooting,84,Little Portugal (84),2015-06-28T00:00:00Z,2015
D14,Shooting,84,Little Portugal (84),2015-06-28T00:00:00Z,2015
D43,Stabbing,123,Cliffcrest (123),2015-07-12T00:00:00Z,2015
D13,Other,93,Dovercourt-Wallace Emerson-Junction (93),2015-07-10T00:00:00Z,2015
